Obverse,Reverse,tag
215.phil(o)爱,"philanthropy     [phil爱，anthrop人类，-y名词后缀;’爱人类”]博爱主义，慈善，善心
philanthropist    [见上，-ist者]慈善家
philogyny       [philo爱，gyn妇女，-y名词后缀]对女人的爱好
philogynist      [见上，-ist者]喜爱妇女的人
philology        [philo爱，log语言，-y名词后缀]语言学
philologist       [见上，-ist者]语言学家
photophilous     [photo光，phil爱，-ous…的](植物)喜光的
bibliophilist       [biblio书，phil爱，-ist者]爱好者，书籍爱好者
bibliophilism     [见上，-ism表特性]爱书癖
hippophile       [hippo马，phil爱]爱马者
zoophilist       [zoo动物，phil爱，-ist者]爱护动物者
zoophilous      [见上，-ous…的]爱护动物的
Sinophile       [Sino中国]喜爱中国文化的人
Japanophile    亲日派人物
Russophile     亲俄分子
Anglophile      亲英派的人
Americanophile  亲美者
",root
216.phob(ia)怕,"photophobia      [photo光，phob怕，-ia名词后缀]怕光，畏光，羞明
dentophobia      [dento牙，phob怕，-ia名词后缀]害怕牙科治疗
hydrophobia      [hydro水，phob怕，-ia名词后缀]恐水病
hydrophobic      [见上，-ic…的]恐水病的
neophobia       [neo-新，phob怕，-ia名词后缀]新事物恐怖
xenophobe       [xeno异，外国人，phob怕]畏惧和憎恨外国人的人
xenophobic      [见上，-ic…的]畏惧和憎恨外国人的
xenophobia      [见上]对外国人的畏惧和憎恨
zoophobia       [zoo动物，phob怕，-ia名词后缀]动物恐怖症，对动物的恐惧
",root
217.plex重叠，重,"complex         [com-共同，plex重叠，重复→多重，复杂]复杂的，综合的
He had not a particularly complex mind. 他的头脑并不十分复杂。
complexity       [见上，-ity名词后缀]复杂(性)
It is difficult to convey the sheer complexity of the situation.
很难说清楚形势究竟有多复杂。
simplex          [sim来自拉丁语sem单一，一次，plex重;’一重的”]单一的，半纯的
duplex           [du二，plex重]二重的，二倍的，双的
triplex           [tri-三，plex重]三重的，三倍的，三层的
quadruplex       [quadru-四， plex重]四重的，四倍的
multiplex        [multi-多，plex重]多重的，多样的，复合的
perplex          [per-完全，plex重叠，重复→多重，复杂]使复杂化，使纠缠不清，困惑
perplexity        [见上，-ity名词后缀]纠缠，困惑，窘困
She looked at us in some perplexity.她有点困惑不解地看着我们。
",root
218.polis城市,"necropolis        [necro死尸，polis城;’死者之城”]坟地
acropolis         [acro高，polis城;’高城”](古希腊城市的)卫城
cosmopolis       [cosmo世界，polis城市]国际都市
cosmopolitan     [见上，-an…的;’国际城市的人”]世界主义的，全世界的
New York is a highly cosmopolitan city. 纽约是一个高度世界性的城市。
cosmopolitanism  [见上，-ism主义]世界主义
megalopolis      [megalo特大，polis城]特大的城市
megalopolitan     [见上，-an...的]特大城市的
metropolis        [metro母→主要的，polis城;’母城”→主要的城]大城市，大都会，首府
metropolitan      [见上，-an形容词后缀，…的]大城市的，大都会的
Metropolitan residents are used to fast rhythm. 大都市的居民习惯于快节奏。
metropolitanize    [见上，-ize…化]使大城市化，使大都会化
",root
219.prim第一，最初,"primacy          [prim第一，-acy名词后缀]第一位，首位
primal           [prim最初，-al…的]最初的，原始的，首要的
primary          [prim最初，-ary…的]最初的，原始的，初级的
People have no letters at the primary stage of civilization.
在文明的初期, 人类是没有文字的。
primate          [prim第一，主要的，-ate表示人]大主教
prime            最初的，原始的，首要的，基本的
Spring is the prime time for planting. 春天是种植的最好时节。
primer           [prim最初，-er表示物]初级读本，入门书，识字课本
primitive         [prim最初，-itive…的]原始的，早期的
He made a primitive boat out of some pieces of wood. 他用几块木头做了艘简易的小船。
primipara        [prim初，-i-，par产，-a名词后缀]初产妇
primiparous      [prim初，-i-，par产，--ous…的]初产的
primiparity        [prim初，-i-，par产，-ity名词后缀]初产
primogenitor      [prim最初，始，-o-，gen生殖，-itor者]始祖，祖先
primeval         [prim最初→最早，ev时期，-al…的]早期的，远古的，原始的
premier          [prem=prim第一→首要的，-ier表示人;’首要的人”]首相，总理
She attends Britain's premier university.她就读于英国最好的大学。
",root
220.radic根,"radical           [radic根，-al…的]根本的，基本的;[转为名词]根部，基础
The patient got a radical cure in the hospital. 病人在医院得到了根治。
eradicate         [e-除去，radic根，-ate动词后缀]根除，除根，斩根，连根拨
These insects are very difficult to eradicate.这些昆虫很难根除。
eradication       [见上，-ation名词后缀]根除，斩根，消灭
eradicable        [见上，-able可…的]可根除的
eradicator        [见上，-ator表示人或物]根除者，除根器
eradicative       [见上，-ative…的]根除的，消灭的
radicate          [radic根，-ate动词后缀，使…]使生根，确立
radix            [radix=radic]根，根本，根源
radicle           [rad=radic根，-icle表示小]小根，幼根
radish           [radish=radic根;’一种植物的根”]小萝卜，萝卜(萝卜是一种植物的根)
",root
221.ras，rad擦，刮,"erase           [e-去，除，ras擦，刮]擦去，抹掉，除去
He erased the wrong answer and wrote in the right one.他擦去了错误答案, 写上了正确答案。
erasable        [见上，-able可…的]可擦掉的，可抹掉的
eraser          [见上，-er表示物]擦除器(如黑板擦，橡皮等)
Rub out chalk marks with an eraser. 用黑板擦擦掉粉笔字迹。
erasion         [见上，-ion名词后缀]擦去，刮除，抹掉
erasure         [见上，-ure名词后缀]擦掉，删去，擦掉处
abrade         [ab-离开，去，rad擦]擦掉，磨掉，磨，擦
Their gossips abraded her into restlessness. 他们的流言蜚语使她心烦意乱。
abradant        [见上，-ant名词及形容词后缀]磨擦着的;磨擦物(如砂纸，金钢砂等)
abrase         [ab-离开，去，ras擦]擦掉，磨掉
abrasion        [见上，-ion名词后缀]擦掉，磨损，擦伤处
abrasive        [见上，-ive…的]有研磨作用的，研磨料(如砂纸等)
An abrasive material is unsuitable for cleaning baths. 有磨蚀作用的材料不适合擦浴缸。
raze            [raz=ras刮]刮去，削去，铲掉，铲平
Many villages were razed to the ground. 许多村子被夷为平地。
razor           [见上，-or表物;’削刮之器”]剃刀
",root
222.rid，ris笑,"ridicule         [rid笑，-icule名词后缀]嘲笑，嘲弄，奚落
They seem to draw down ridicule on us. 他们似乎要使我们受到嘲笑。
ridiculous       [见上，-ous…的]可笑的，荒谬的
It's the most ridiculous thing I've ever heard in my life.这是我有生以来听到的最为荒唐可笑的事。
risible          [ris笑，-ible可…的]爱笑的，能笑的，可笑的
",root
223.rod，ros咬，啮,"rodent         [rod咬，-ent名词及形容词后缀]咬的，嚼的;啮齿动物(如鼠等)
Rodents carry diseases and are generally regarded as pests.啮齿目动物传播疾病, 常被当作害虫对待。
rodenticide     [rodent啮齿动物，鼠，-i-，cide杀]杀鼠药
corrode        [cor-表加强意义，rod咬→咬坏→侵蚀]腐蚀，侵蚀
Acid causes metal to corrode. 酸使金属腐蚀。
corrodible      [见上，-ible可…的]可腐蚀的，可侵蚀的
corrosion      [见上，-ion名词后缀]腐蚀，侵蚀
Corrosion is not covered by the warranty. 腐蚀不在保修范围之内。
corrosive       [见上，-ive…的]腐蚀的腐蚀性的
Many highly corrosive substances are used in the nuclear industry.核工业使用许多腐蚀性很强的物质。
erode          [e-去…掉，rod咬;’咬掉”，’咬坏”]腐蚀，侵蚀
The sea erodes the rock. 海水侵蚀岩石。
erodent        [见上，-ent…的]腐蚀的，侵蚀的
erosion        [见上，-ion名词后缀]腐蚀，侵蚀
Soil conservation is intended to kurb erosion. 土壤保持旨在控制水土流失。
erosive        [见上，-ive…的]腐蚀性的，侵蚀性的
auticorrosion   [anti-反对→防止，corrosion腐蚀]防腐蚀
anticorrosive    [见上，-ive…的]防腐蚀的
",root
224.rot轮，转,"rotary           [rot轮，转，-ary名词及形容词后缀]旋转的
A rotary telephone has a wheel with holes for each number.转盘式电话有个带眼的轮子。
rotate           [rot轮，转，-ate动词后缀]旋转，轮流，循环
The earth rotates around the sun. 地球绕着太阳转。
rotation         [rot轮，转，-ation名词后缀]旋转，转动，轮流，循环
Crop rotation helps prevent soil erosion. 农作物轮作有助于防止水土流失。
rotative         [rot轮，转，-ative…的]旋转的，轮流的，循环的，
rotator          [见上，-ator表示物]旋转器，旋转反射炉
rotatory         [见上，-ory…的](使)旋转的，(使)轮流的，(使)循环的
rotor            [见上，-or表示物]旋转体，转动体，(直升飞机的)水平旋翼
rotund          [rot轮→圆形，-und形容词后缀，有…形的]圆形的，圆胖的
rotunda         [见上，-a名词后缀]圆形建筑物，圆形大厅
rotundity        [见上，-ity名词后缀]圆，圆形物，圆胖
subrotund       [sub-稍，略，rotund圆的]稍圆的，略圆的
circumrotate     [circum-周围，rot转，-ate动词后缀]周转，回转
circumrotatary       [见上，-ary…的]周转的，回转的
",root
225.rud原始，粗野,"rude           原始(阶段)的，未开化的，粗野的
His brother is being rude. 他的哥哥变得粗暴无礼起来了。
rudeness       [见上，-ness名词后缀]原始，粗野
She asked him to pardon her rudeness. 她请求他原谅她的无礼。
rudiment       [rud原始→开始，起初，初步，-i-，-ment名词后缀]初步，入门，基础，基本原理
rudimental     [见上，-al…的]初步的，基本的，起码的
erudite        [e-除去，rud粗野，-ite…的;去掉粗野无知]有学问的，博学的，有学问的人
erudition      [见上，-ition名词后缀]博学
They fancied themselves learned and assumed airs of erudition.他们自以为有学问，摆出一副博学的样子。
",root
226.rur，rus农村,"rural          [rur乡村，农村，-al的]农村的，田园的
We left the city for a rural home. 我们离开城市, 去农村安家。
rurality        [见上，-ity名词后缀]农村景色，田园风味
ruralize       [见上，-ize动词后缀]使农村化，在农村居住
rustic         [rus乡村，-tic…的]乡村的，农村的，乡村式的，庄稼人样子的
He has the appearance of a rustic fellow. 他有着乡下人的样子。
rusticity       [见上，-ity名词后缀]乡村风味，乡村特点，质朴
rusticate       [见上，-ate动词后缀]下乡，过乡村生活
rustication     [见上，-ation名词后缀]乡居，下乡，过乡村生活
",root
